country,city name,airport code,connection,connection city name,connection country
Afghanistan,Herat,hea,kbl,Kabul,Afghanistan
Afghanistan,Herat,hea,mzr,Mazar-e-Sharif,Afghanistan
Afghanistan,Kabul,kbl,dxb,Dubai,United Arab Emirates
Afghanistan,Kabul,kbl,mzr,Mazar-e-Sharif,Afghanistan
Afghanistan,Kabul,kbl,hea,Herat,Afghanistan
Afghanistan,Kabul,kbl,kdh,Kandahar,Afghanistan
Afghanistan,Kabul,kbl,jed,Jeddah,Saudi Arabia
Afghanistan,Kandahar,kdh,kbl,Kabul,Afghanistan
Afghanistan,Kandahar,kdh,dxb,Dubai,United Arab Emirates
Afghanistan,Mazar-e-Sharif,mzr,kbl,Kabul,Afghanistan
Afghanistan,Mazar-e-Sharif,mzr,isb,Islamabad,Pakistan
Afghanistan,Mazar-e-Sharif,mzr,ist,Istanbul,Turkey
Afghanistan,Mazar-e-Sharif,mzr,hea,Herat,Afghanistan
Albania,Kukës,kfz,bsl,Basel Mulhouse Freiburg,Switzerland
Albania,Tirana,tia,mxp,Milan (Malpensa),Italy
Albania,Tirana,tia,fco,Rome (Fiumicino),Italy
Albania,Tirana,tia,bgy,Milan (Bergamo),Italy
Albania,Tirana,tia,psa,Pisa,Italy
Albania,Tirana,tia,blq,Bologna,Italy
Algeria,Adrar,azr,alg,Algiers,Algeria
Algeria,Adrar,azr,bmw,Bordj Badji Mokhtar,Algeria
Algeria,Adrar,azr,orn,Oran,Algeria
Algeria,Adrar,azr,tmr,Tamanrasset,Algeria
Algeria,Adrar,azr,ogx,Ouargla,Algeria
Algeria,Algiers,alg,cdg,Paris,France
Algeria,Algiers,alg,ory,Paris (Orly),France
Algeria,Algiers,alg,ist,Istanbul,Turkey
Algeria,Algiers,alg,orn,Oran,Algeria
Algeria,Algiers,alg,czl,Constantine,Algeria
Algeria,Annaba,aae,alg,Algiers,Algeria
Algeria,Annaba,aae,mrs,Marseille,France
Algeria,Annaba,aae,cdg,Paris,France
Algeria,Annaba,aae,lys,Lyon,France
Algeria,Annaba,aae,ist,Istanbul,Turkey
Algeria,Batna,blj,alg,Algiers,Algeria
Algeria,Batna,blj,lys,Lyon,France
Algeria,Batna,blj,mrs,Marseille,France
Algeria,Batna,blj,cdg,Paris,France
Algeria,Batna,blj,ory,Paris (Orly),France
Algeria,Béchar,cbh,alg,Algiers,Algeria
Algeria,Béchar,cbh,orn,Oran,Algeria
Algeria,Béchar,cbh,tin,Tindouf,Algeria
Algeria,Béchar,cbh,czl,Constantine,Algeria
Algeria,Béjaïa,bja,ory,Paris (Orly),France
Algeria,Béjaïa,bja,cdg,Paris,France
Algeria,Béjaïa,bja,alg,Algiers,Algeria
Algeria,Béjaïa,bja,mrs,Marseille,France
Algeria,Béjaïa,bja,lys,Lyon,France
Algeria,Biskra,bsk,alg,Algiers,Algeria
Algeria,Biskra,bsk,cdg,Paris,France
Algeria,Biskra,bsk,ory,Paris (Orly),France
Algeria,Biskra,bsk,lys,Lyon,France
Algeria,Bordj Badji Mokhtar,bmw,azr,Adrar,Algeria
Algeria,Bordj Badji Mokhtar,bmw,tmr,Tamanrasset,Algeria
Algeria,Bordj Badji Mokhtar,bmw,alg,Algiers,Algeria
Algeria,Chlef,cfk,mrs,Marseille,France
Algeria,Chlef,cfk,cdg,Paris,France
Algeria,Constantine,czl,alg,Algiers,Algeria
Algeria,Constantine,czl,mrs,Marseille,France
Algeria,Constantine,czl,ist,Istanbul,Turkey
Algeria,Constantine,czl,lys,Lyon,France
Algeria,Constantine,czl,ory,Paris (Orly),France
Algeria,Djanet,djg,alg,Algiers,Algeria
Algeria,Djanet,djg,tmr,Tamanrasset,Algeria
Algeria,Djanet,djg,czl,Constantine,Algeria
Algeria,Djanet,djg,elu,El Oued,Algeria
Algeria,Djanet,djg,vvz,Illizi,Algeria
Algeria,El Bayadh,ebh,alg,Algiers,Algeria
Algeria,El Bayadh,ebh,orn,Oran,Algeria
Algeria,El Golea,elg,alg,Algiers,Algeria
Algeria,El Golea,elg,ogx,Ouargla,Algeria
Algeria,El Golea,elg,tmr,Tamanrasset,Algeria
Algeria,El Oued,elu,alg,Algiers,Algeria
Algeria,El Oued,elu,czl,Constantine,Algeria
Algeria,El Oued,elu,orn,Oran,Algeria
Algeria,El Oued,elu,tmr,Tamanrasset,Algeria
Algeria,El Oued,elu,djg,Djanet,Algeria
Algeria,Ghardaïa,gha,alg,Algiers,Algeria
Algeria,Ghardaïa,gha,czl,Constantine,Algeria
Algeria,Ghardaïa,gha,vvz,Illizi,Algeria
Algeria,Ghardaïa,gha,azr,Adrar,Algeria
Algeria,Ghardaïa,gha,orn,Oran,Algeria
Algeria,Hassi Messaoud,hme,alg,Algiers,Algeria
Algeria,Hassi Messaoud,hme,orn,Oran,Algeria
Algeria,Hassi Messaoud,hme,czl,Constantine,Algeria
Algeria,Hassi Messaoud,hme,azr,Adrar,Algeria
Algeria,Hassi Messaoud,hme,iam,In Amenas,Algeria
Algeria,Illizi,vvz,alg,Algiers,Algeria
Algeria,Illizi,vvz,djg,Djanet,Algeria
Algeria,Illizi,vvz,gha,Ghardaïa,Algeria
Algeria,Illizi,vvz,ogx,Ouargla,Algeria
Algeria,Illizi,vvz,elu,El Oued,Algeria
Algeria,In Amenas,iam,alg,Algiers,Algeria
Algeria,In Amenas,iam,ogx,Ouargla,Algeria
Algeria,In Amenas,iam,orn,Oran,Algeria
Algeria,In Amenas,iam,hme,Hassi Messaoud,Algeria
Algeria,In Guezzam,inf,tmr,Tamanrasset,Algeria
Algeria,Jijel,gjl,alg,Algiers,Algeria
Algeria,Jijel,gjl,mrs,Marseille,France
Algeria,Laghouat,loo,alg,Algiers,Algeria
Algeria,Mechria,mzw,alg,Algiers,Algeria
Algeria,Oran,orn,alg,Algiers,Algeria
Algeria,Oran,orn,cdg,Paris,France
Algeria,Oran,orn,mrs,Marseille,France
Algeria,Oran,orn,ory,Paris (Orly),France
Algeria,Oran,orn,lys,Lyon,France
Algeria,Ouargla,ogx,alg,Algiers,Algeria
Algeria,Ouargla,ogx,azr,Adrar,Algeria
Algeria,Ouargla,ogx,vvz,Illizi,Algeria
Algeria,Ouargla,ogx,iam,In Amenas,Algeria
Algeria,Ouargla,ogx,orn,Oran,Algeria
Algeria,Setif,qsf,lys,Lyon,France
Algeria,Setif,qsf,alg,Algiers,Algeria
Algeria,Setif,qsf,cdg,Paris,France
Algeria,Setif,qsf,mrs,Marseille,France
Algeria,Setif,qsf,ory,Paris (Orly),France
Algeria,Tamanrasset,tmr,alg,Algiers,Algeria
Algeria,Tamanrasset,tmr,azr,Adrar,Algeria
Algeria,Tamanrasset,tmr,bmw,Bordj Badji Mokhtar,Algeria
Algeria,Tamanrasset,tmr,elu,El Oued,Algeria
Algeria,Tamanrasset,tmr,inf,In Guezzam,Algeria
Algeria,Tébessa,tee,alg,Algiers,Algeria
Algeria,Tiaret,tid,alg,Algiers,Algeria
Algeria,Timimoun,tmx,alg,Algiers,Algeria
Algeria,Timimoun,tmx,orn,Oran,Algeria
Algeria,Tindouf,tin,alg,Algiers,Algeria
Algeria,Tindouf,tin,czl,Constantine,Algeria
Algeria,Tindouf,tin,orn,Oran,Algeria
Algeria,Tindouf,tin,cbh,Béchar,Algeria
Algeria,Tlemcen,tlm,mrs,Marseille,France
Algeria,Tlemcen,tlm,cdg,Paris,France
Algeria,Tlemcen,tlm,ory,Paris (Orly),France
Algeria,Tlemcen,tlm,alg,Algiers,Algeria
Algeria,Tlemcen,tlm,lys,Lyon,France
Algeria,Touggourt,tgr,alg,Algiers,Algeria
Algeria,Touggourt,tgr,czl,Constantine,Algeria
American Samoa,Pago Pago,ppg,hnl,Honolulu,United States
Angola,Cabinda,cab,lad,Luanda,Angola
Angola,Cabinda,cab,sza,Soyo,Angola
Angola,Catumbela,cbt,lad,Luanda,Angola
Angola,Catumbela,cbt,sdd,Lubango,Angola
Angola,Dundo,due,lad,Luanda,Angola
Angola,Dundo,due,vhc,Saurimo,Angola
Angola,Dundo,due,sdd,Lubango,Angola
Angola,Huambo,nov,lad,Luanda,Angola
Angola,Luanda,lad,cab,Cabinda,Angola
Angola,Luanda,lad,lis,Lisbon,Portugal
Angola,Luanda,lad,cbt,Catumbela,Angola
Angola,Luanda,lad,sdd,Lubango,Angola
Angola,Luanda,lad,due,Dundo,Angola
Angola,Lubango,sdd,lad,Luanda,Angola
Angola,Lubango,sdd,cbt,Catumbela,Angola
Angola,Lubango,sdd,due,Dundo,Angola
Angola,Luena,luo,lad,Luanda,Angola
Angola,Menongue,spp,lad,Luanda,Angola
Angola,Namibe,msz,lad,Luanda,Angola
Angola,Ondjiva,vpe,lad,Luanda,Angola
Angola,Saurimo,vhc,lad,Luanda,Angola
Angola,Saurimo,vhc,due,Dundo,Angola
Angola,Soyo,sza,lad,Luanda,Angola
Angola,Soyo,sza,cab,Cabinda,Angola
Angola,Uíge,ugo,lad,Luanda,Angola
Anguilla,The Valley,axa,sxm,Sint Maarten,Sint Maarten
Anguilla,The Valley,axa,sju,San Juan,Puerto Rico
Anguilla,The Valley,axa,stt,Saint Thomas,U.S. Virgin Islands
Anguilla,The Valley,axa,mia,Miami,United States
Anguilla,The Valley,axa,nev,Nevis,St. Kitts & Nevis
Antigua & Barbuda,"St. John's, Antigua",anu,eis,Tortola,British Virgin Islands
Antigua & Barbuda,"St. John's, Antigua",anu,bgi,Bridgetown,Barbados
Antigua & Barbuda,"St. John's, Antigua",anu,sxm,Sint Maarten,Sint Maarten
Antigua & Barbuda,"St. John's, Antigua",anu,jfk,New York City,United States
Antigua & Barbuda,"St. John's, Antigua",anu,mni,Montserrat,United Kingdom
Argentina,Bahía Blanca,bhi,aep,Buenos Aires,Argentina
Argentina,Bahía Blanca,bhi,mdq,Mar del Plata,Argentina
Argentina,Bahía Blanca,bhi,rel,Trelew,Argentina
Argentina,Buenos Aires,aep,brc,San Carlos de Bariloche,Argentina
Argentina,Buenos Aires,aep,cor,Córdoba,Argentina
Argentina,Buenos Aires,aep,mdz,Mendoza,Argentina
Argentina,Buenos Aires,aep,gru,São Paulo,Brazil
Argentina,Buenos Aires,aep,igr,Puerto Iguazú,Argentina
Argentina,Buenos Aires,eze,brc,San Carlos de Bariloche,Argentina
Argentina,Buenos Aires,eze,scl,Santiago de Chile,Chile
Argentina,Buenos Aires,eze,mad,Madrid,Spain
Argentina,Buenos Aires,eze,lim,Lima,Peru
Argentina,Buenos Aires,eze,pty,Panama City,Panama
Argentina,Comodoro Rivadavia,crd,aep,Buenos Aires,Argentina
Argentina,Comodoro Rivadavia,crd,nqn,Neuquén,Argentina
Argentina,Comodoro Rivadavia,crd,cor,Córdoba,Argentina
Argentina,Comodoro Rivadavia,crd,rel,Trelew,Argentina
Argentina,Comodoro Rivadavia,crd,rgl,Río Gallegos,Argentina
Argentina,Córdoba,cor,aep,Buenos Aires,Argentina
Argentina,Córdoba,cor,brc,San Carlos de Bariloche,Argentina
Argentina,Córdoba,cor,mdz,Mendoza,Argentina
Argentina,Córdoba,cor,sla,Salta,Argentina
Argentina,Córdoba,cor,pty,Panama City,Panama
Argentina,Corrientes,cnq,aep,Buenos Aires,Argentina
Argentina,El Calafate,fte,aep,Buenos Aires,Argentina
Argentina,El Calafate,fte,ush,Ushuaia,Argentina
Argentina,El Calafate,fte,cor,Córdoba,Argentina
Argentina,El Calafate,fte,ros,Rosario,Argentina
Argentina,El Calafate,fte,brc,San Carlos de Bariloche,Argentina
Argentina,Esquel,eqs,aep,Buenos Aires,Argentina
Argentina,Formosa,fma,aep,Buenos Aires,Argentina
Argentina,La Rioja,irj,aep,Buenos Aires,Argentina
Argentina,La Rioja,irj,ctc,San Fernando del Valle de Catama,Argentina
Argentina,Mar del Plata,mdq,aep,Buenos Aires,Argentina
Argentina,Mar del Plata,mdq,cor,Córdoba,Argentina
Argentina,Mar del Plata,mdq,bhi,Bahía Blanca,Argentina
Argentina,Mar del Plata,mdq,mdz,Mendoza,Argentina
Argentina,Mar del Plata,mdq,brc,San Carlos de Bariloche,Argentina
Argentina,Mendoza,mdz,aep,Buenos Aires,Argentina
Argentina,Mendoza,mdz,cor,Córdoba,Argentina
Argentina,Mendoza,mdz,scl,Santiago de Chile,Chile
Argentina,Mendoza,mdz,gru,São Paulo,Brazil
Argentina,Mendoza,mdz,sla,Salta,Argentina
Argentina,Neuquén,nqn,aep,Buenos Aires,Argentina
Argentina,Neuquén,nqn,cor,Córdoba,Argentina
Argentina,Neuquén,nqn,sla,Salta,Argentina
Argentina,Neuquén,nqn,crd,Comodoro Rivadavia,Argentina
Argentina,Neuquén,nqn,mdz,Mendoza,Argentina
Argentina,Paraná,pra,aep,Buenos Aires,Argentina
Argentina,Posadas,pss,aep,Buenos Aires,Argentina
Argentina,Posadas,pss,cor,Córdoba,Argentina
Argentina,Puerto Iguazú,igr,aep,Buenos Aires,Argentina
Argentina,Puerto Iguazú,igr,cor,Córdoba,Argentina
Argentina,Puerto Iguazú,igr,ros,Rosario,Argentina
Argentina,Puerto Iguazú,igr,sla,Salta,Argentina
Argentina,Puerto Iguazú,igr,juj,San Salvador de Jujuy,Argentina
Argentina,Puerto Madryn,pmy,aep,Buenos Aires,Argentina
Argentina,Reconquista,rcq,ros,Rosario,Argentina
Argentina,Resistencia,res,aep,Buenos Aires,Argentina
Argentina,Resistencia,res,cor,Córdoba,Argentina
Argentina,Resistencia,res,sla,Salta,Argentina
Argentina,Río Cuarto,rcu,aep,Buenos Aires,Argentina
Argentina,Río Gallegos,rgl,aep,Buenos Aires,Argentina
Argentina,Río Gallegos,rgl,crd,Comodoro Rivadavia,Argentina
Argentina,Río Gallegos,rgl,mpn,"Mount Pleasant, Falkland Islands",Falkland Islands (Islas Malvinas)
Argentina,Río Gallegos,rgl,puq,Punta Arenas,Chile
Argentina,Río Grande,rga,aep,Buenos Aires,Argentina
Argentina,Rosario,ros,aep,Buenos Aires,Argentina
Argentina,Rosario,ros,pty,Panama City,Panama
Argentina,Rosario,ros,brc,San Carlos de Bariloche,Argentina
Argentina,Rosario,ros,mdz,Mendoza,Argentina
Argentina,Rosario,ros,igr,Puerto Iguazú,Argentina
Argentina,Salta,sla,aep,Buenos Aires,Argentina
Argentina,Salta,sla,cor,Córdoba,Argentina
Argentina,Salta,sla,mdz,Mendoza,Argentina
Argentina,Salta,sla,nqn,Neuquén,Argentina
Argentina,Salta,sla,igr,Puerto Iguazú,Argentina
Argentina,San Carlos de Bariloche,brc,aep,Buenos Aires,Argentina
Argentina,San Carlos de Bariloche,brc,cor,Córdoba,Argentina
Argentina,San Carlos de Bariloche,brc,mdz,Mendoza,Argentina
Argentina,San Carlos de Bariloche,brc,ros,Rosario,Argentina
Argentina,San Carlos de Bariloche,brc,gru,São Paulo,Brazil
Argentina,San Fernando del Valle de Catama,ctc,aep,Buenos Aires,Argentina
Argentina,San Fernando del Valle de Catama,ctc,irj,La Rioja,Argentina
Argentina,San Juan,uaq,aep,Buenos Aires,Argentina
Argentina,San Juan,uaq,cor,Córdoba,Argentina
Argentina,San Luis,luq,aep,Buenos Aires,Argentina
Argentina,San Martín de los Andes,cpc,aep,Buenos Aires,Argentina
Argentina,San Martín de los Andes,cpc,cor,Córdoba,Argentina
Argentina,San Martín de los Andes,cpc,ros,Rosario,Argentina
Argentina,San Rafael,afa,aep,Buenos Aires,Argentina
Argentina,San Salvador de Jujuy,juj,aep,Buenos Aires,Argentina
Argentina,San Salvador de Jujuy,juj,cor,Córdoba,Argentina
Argentina,San Salvador de Jujuy,juj,mdz,Mendoza,Argentina
Argentina,San Salvador de Jujuy,juj,igr,Puerto Iguazú,Argentina
Argentina,Santa Fe,sfn,aep,Buenos Aires,Argentina
Argentina,Santa Rosa,rsa,aep,Buenos Aires,Argentina
Argentina,Santa Rosa de Conlara,rlo,aep,Buenos Aires,Argentina
Argentina,Santiago del Estero,sde,aep,Buenos Aires,Argentina
Argentina,Termas de Río Hondo,rhd,aep,Buenos Aires,Argentina
Argentina,Trelew,rel,aep,Buenos Aires,Argentina
Argentina,Trelew,rel,bhi,Bahía Blanca,Argentina
Argentina,Trelew,rel,crd,Comodoro Rivadavia,Argentina
Argentina,Trelew,rel,cor,Córdoba,Argentina
Argentina,Trelew,rel,fte,El Calafate,Argentina
Argentina,Tucumán,tuc,aep,Buenos Aires,Argentina
Argentina,Tucumán,tuc,cor,Córdoba,Argentina
Argentina,Tucumán,tuc,igr,Puerto Iguazú,Argentina
Argentina,Tucumán,tuc,brc,San Carlos de Bariloche,Argentina
Argentina,Tucumán,tuc,sla,Salta,Argentina
Argentina,Ushuaia,ush,aep,Buenos Aires,Argentina
Argentina,Ushuaia,ush,fte,El Calafate,Argentina
Argentina,Ushuaia,ush,cor,Córdoba,Argentina
Argentina,Ushuaia,ush,rel,Trelew,Argentina
Argentina,Viedma,vdm,aep,Buenos Aires,Argentina
Argentina,Viedma,vdm,brc,San Carlos de Bariloche,Argentina
Armenia,Yerevan,evn,vko,Moscow Vnukovo,Russia
Armenia,Yerevan,evn,svo,Moscow Sheremetyevo,Russia
Armenia,Yerevan,evn,dme,Moscow Domodedovo,Russia
Armenia,Yerevan,evn,aer,Sochi,Russia
Armenia,Yerevan,evn,lca,Larnaca,Cyprus
Aruba,Aruba,aua,cur,"Willemstad, Curaçao",Curaçao
Aruba,Aruba,aua,jfk,New York City,United States
Aruba,Aruba,aua,bon,Bonaire,Caribbean Netherlands
Aruba,Aruba,aua,bog,Bogotá,Colombia
Aruba,Aruba,aua,ewr,New York,United States
Australia,Adelaide,adl,mel,Melbourne,Australia
Australia,Adelaide,adl,syd,Sydney,Australia
Australia,Adelaide,adl,bne,Brisbane,Australia
Australia,Adelaide,adl,plo,Port Lincoln,Australia
Australia,Adelaide,adl,per,Perth,Australia
Australia,Albany,alh,per,Perth,Australia
Australia,Albury,abx,syd,Sydney,Australia
Australia,Albury,abx,bne,Brisbane,Australia
Australia,Albury,abx,mel,Melbourne,Australia
Australia,Albury,abx,adl,Adelaide,Australia
Australia,Albury,abx,mcy,Sunshine Coast,Australia
Australia,Alice Springs,asp,adl,Adelaide,Australia
Australia,Alice Springs,asp,drw,Darwin,Australia
Australia,Alice Springs,asp,syd,Sydney,Australia
Australia,Alice Springs,asp,bne,Brisbane,Australia
Australia,Alice Springs,asp,mel,Melbourne,Australia
Australia,Armidale,arm,syd,Sydney,Australia
Australia,Armidale,arm,bne,Brisbane,Australia
Australia,Armidale,arm,cfs,Coffs Harbour,Australia
Australia,Aurukun,auu,cns,Cairns,Australia
Australia,Aurukun,auu,irg,Lockhart River,Australia
Australia,Badu Island,bdd,kug,"Kubin, Moa Island",Australia
Australia,Badu Island,bdd,hid,Horn Island,Australia
Australia,Balgo,bqw,hcq,Halls Creek,Australia
Australia,Ballina,bnk,syd,Sydney,Australia
Australia,Ballina,bnk,mel,Melbourne,Australia
Australia,Ballina,bnk,ntl,Newcastle,Australia
Australia,Bamaga,abm,cns,Cairns,Australia
Australia,Bamaga,abm,hid,Horn Island,Australia
Australia,Barcaldine,bci,lre,Longreach,Australia
Australia,Barcaldine,bci,bne,Brisbane,Australia
Australia,Barimunya,byp,per,Perth,Australia
Australia,Bedourie,beu,bvi,Birdsville,Australia
Australia,Bedourie,beu,bql,Boulia,Australia
Australia,Bendigo,bxg,syd,Sydney,Australia
Australia,Biloela,zbl,bne,Brisbane,Australia
Australia,Birdsville,bvi,beu,Bedourie,Australia
Australia,Birdsville,bvi,wnr,Windorah,Australia
Australia,Birdsville,bvi,ctl,Charleville,Australia
Australia,Blackall,bkq,lre,Longreach,Australia
Australia,Blackall,bkq,bne,Brisbane,Australia
Australia,Boigu Island,gic,sbr,Saibai Island,Australia
Australia,Boigu Island,gic,hid,Horn Island,Australia
Australia,Boulia,bql,beu,Bedourie,Australia
Australia,Boulia,bql,isa,Mount Isa,Australia
Australia,Bourke,brk,dbo,Dubbo,Australia
Australia,Brisbane,bne,syd,Sydney,Australia
Australia,Brisbane,bne,mel,Melbourne,Australia
Australia,Brisbane,bne,cns,Cairns,Australia
Australia,Brisbane,bne,adl,Adelaide,Australia
Australia,Brisbane,bne,rok,Rockhampton,Australia
Australia,Broken Hill,bhq,syd,Sydney,Australia
Australia,Broken Hill,bhq,adl,Adelaide,Australia
Australia,Broken Hill,bhq,dbo,Dubbo,Australia
Australia,Broome,bme,per,Perth,Australia
Australia,Broome,bme,knx,Kununurra,Australia
Australia,Broome,bme,drb,Derby,Australia
Australia,Broome,bme,phe,Port Hedland,Australia
Australia,Broome,bme,syd,Sydney,Australia
Australia,Bundaberg,bdb,bne,Brisbane,Australia
Australia,Bundaberg,bdb,mel,Melbourne,Australia
Australia,Burketown,buc,dmd,Doomadgee,Australia
Australia,Burketown,buc,ong,Mornington Island,Australia
Australia,Burnie,bwt,mel,Melbourne,Australia
Australia,Burnie,bwt,kns,King Island,Australia
Australia,Burnie,bwt,lst,Launceston,Australia
Australia,Busselton,bqb,mel,Melbourne,Australia
Australia,Cairns,cns,bne,Brisbane,Australia
Australia,Cairns,cns,syd,Sydney,Australia
Australia,Cairns,cns,mel,Melbourne,Australia
Australia,Cairns,cns,tsv,Townsville,Australia
Australia,Cairns,cns,ctn,Cooktown,Australia
Australia,Canberra,cbr,syd,Sydney,Australia
Australia,Canberra,cbr,mel,Melbourne,Australia
Australia,Canberra,cbr,bne,Brisbane,Australia
Australia,Canberra,cbr,adl,Adelaide,Australia
Australia,Canberra,cbr,ntl,Newcastle,Australia
Australia,Cape Barren Island,cbi,lst,Launceston,Australia
Australia,Carnarvon,cvq,per,Perth,Australia
Australia,Carnarvon,cvq,mjk,Monkey Mia,Australia
Australia,Ceduna,ced,adl,Adelaide,Australia
Australia,Charleville,ctl,rma,Roma,Australia
Australia,Charleville,ctl,bne,Brisbane,Australia
Australia,Charleville,ctl,ulp,Quilpie,Australia
Australia,Charleville,ctl,wtb,Toowoomba,Australia
Australia,Charleville,ctl,bvi,Birdsville,Australia
Australia,Christmas Island,xch,cck,Cocos (Keeling) Islands,Cocos (Keeling) Islands
Australia,Christmas Island,xch,per,Perth,Australia
Australia,Cloncurry,cnj,tsv,Townsville,Australia
Australia,Cloncurry,cnj,isa,Mount Isa,Australia
Australia,Cloncurry,cnj,bne,Brisbane,Australia
Australia,Cloudbreak,kfe,per,Perth,Australia
Australia,Cobar,caz,syd,Sydney,Australia
Australia,Coconut Island,cnc,xmy,Yam Island,Australia
Australia,Coconut Island,cnc,syu,Warraber,Australia
Australia,Coen,cuq,cns,Cairns,Australia
Australia,Coffs Harbour,cfs,syd,Sydney,Australia
Australia,Coffs Harbour,cfs,mel,Melbourne,Australia
Australia,Coffs Harbour,cfs,bne,Brisbane,Australia
Australia,Coffs Harbour,cfs,arm,Armidale,Australia
Australia,Coober Pedy,cpd,adl,Adelaide,Australia
Australia,Cooktown,ctn,cns,Cairns,Australia
Australia,Coondewanna,cjf,per,Perth,Australia
Australia,Coondewanna,cjf,phe,Port Hedland,Australia
Australia,Cunnamulla,cma,sgo,St George,Australia
Australia,Cunnamulla,cma,xtg,Thargomindah,Australia
Australia,Darnley,nlf,hid,Horn Island,Australia
Australia,Darnley,nlf,okr,Yorke,Australia
Australia,Darnley,nlf,myi,Murray Island,Australia
Australia,Darwin,drw,adl,Adelaide,Australia
Australia,Darwin,drw,bne,Brisbane,Australia
Australia,Darwin,drw,mel,Melbourne,Australia
Australia,Darwin,drw,knx,Kununurra,Australia
Australia,Darwin,drw,syd,Sydney,Australia
Australia,Derby,drb,bme,Broome,Australia
Australia,Devonport,dpo,mel,Melbourne,Australia
Australia,Doomadgee,dmd,isa,Mount Isa,Australia
Australia,Doomadgee,dmd,ong,Mornington Island,Australia
Australia,Doomadgee,dmd,buc,Burketown,Australia
Australia,Dubbo,dbo,syd,Sydney,Australia
Australia,Dubbo,dbo,oag,Orange,Australia
Australia,Dubbo,dbo,bhq,Broken Hill,Australia
Australia,Dubbo,dbo,bne,Brisbane,Australia
Australia,Dubbo,dbo,brk,Bourke,Australia
Australia,Elcho Island,elc,mng,Maningrida,Australia
Australia,Elcho Island,elc,drw,Darwin,Australia
Australia,Emerald,emd,bne,Brisbane,Australia
Australia,Esperance,epr,per,Perth,Australia
Australia,Exmouth,lea,per,Perth,Australia
Australia,Exmouth,lea,mel,Melbourne,Australia
Australia,Exmouth,lea,cck,Cocos (Keeling) Islands,Cocos (Keeling) Islands
Australia,Fitzroy Crossing,fiz,bme,Broome,Australia
Australia,Fitzroy Crossing,fiz,hcq,Halls Creek,Australia
Australia,Flinders Island,fls,lst,Launceston,Australia
Australia,Flinders Island,fls,meb,Melbourne,Australia
Australia,Geraldton,get,per,Perth,Australia
Australia,Geraldton,get,kta,Karratha / Dampier,Australia
Australia,Geraldton,get,tef,Telfer Mine,Australia
Australia,Gladstone,glt,bne,Brisbane,Australia
Australia,Gladstone,glt,mel,Melbourne,Australia
Australia,Gold Coast,ool,syd,Sydney,Australia
Australia,Gold Coast,ool,mel,Melbourne,Australia
Australia,Gold Coast,ool,akl,Auckland,New Zealand
Australia,Gold Coast,ool,adl,Adelaide,Australia
Australia,Gold Coast,ool,cbr,Canberra,Australia
Australia,Gove,gov,drw,Darwin,Australia
Australia,Gove,gov,cns,Cairns,Australia
Australia,Gove,gov,gte,Groote Eylandt,Australia
Australia,Graeme Rowley,ckw,per,Perth,Australia
Australia,Griffith,gff,syd,Sydney,Australia
Australia,Griffith,gff,nra,Narrandera,Australia
Australia,Groote Eylandt,gte,drw,Darwin,Australia
Australia,Groote Eylandt,gte,gov,Gove,Australia
Australia,Groote Eylandt,gte,bne,Brisbane,Australia
Australia,Groote Eylandt,gte,oag,Orange,Australia
Australia,Groote Eylandt,gte,tsv,Townsville,Australia
Australia,Gruyere Mine,gyz,per,Perth,Australia
Australia,Halls Creek,hcq,bqw,Balgo,Australia
Australia,Halls Creek,hcq,knx,Kununurra,Australia
Australia,Halls Creek,hcq,fiz,Fitzroy Crossing,Australia
Australia,Hamilton Island,hti,syd,Sydney,Australia
Australia,Hamilton Island,hti,bne,Brisbane,Australia
Australia,Hamilton Island,hti,mel,Melbourne,Australia
Australia,Hervey Bay,hvb,bne,Brisbane,Australia
Australia,Hervey Bay,hvb,syd,Sydney,Australia
Australia,Hobart,hba,mel,Melbourne,Australia
Australia,Hobart,hba,syd,Sydney,Australia
Australia,Hobart,hba,bne,Brisbane,Australia
Australia,Hobart,hba,cbr,Canberra,Australia
Australia,Hobart,hba,adl,Adelaide,Australia
Australia,Horn Island,hid,bdd,Badu Island,Australia
Australia,Horn Island,hid,cns,Cairns,Australia
Australia,Horn Island,hid,okr,Yorke,Australia
Australia,Horn Island,hid,gic,Boigu Island,Australia
Australia,Horn Island,hid,syu,Warraber,Australia
Australia,Hughenden,hgd,rcm,Richmond,Australia
Australia,Hughenden,hgd,tsv,Townsville,Australia
Australia,Inverell,ivr,bne,Brisbane,Australia
Australia,Inverell,ivr,naa,Narrabri,Australia
Australia,Julia Creek,jck,isa,Mount Isa,Australia
Australia,Julia Creek,jck,rcm,Richmond,Australia
Australia,Kalgoorlie,kgi,per,Perth,Australia
Australia,Kalgoorlie,kgi,syd,Sydney,Australia
Australia,Karratha / Dampier,kta,per,Perth,Australia
Australia,Karratha / Dampier,kta,phe,Port Hedland,Australia
Australia,Karratha / Dampier,kta,get,Geraldton,Australia
Australia,Katherine,ktr,drw,Darwin,Australia
Australia,Katherine,ktr,tca,Tennant Creek,Australia
Australia,King Island,kns,bwt,Burnie,Australia
Australia,King Island,kns,mel,Melbourne,Australia
Australia,King Island,kns,lst,Launceston,Australia
Australia,Kingscote,kgc,adl,Adelaide,Australia
Australia,Kowanyama,kwm,cns,Cairns,Australia
Australia,Kowanyama,kwm,edr,Pormpuraaw,Australia
